  -7.3170731707317083e-02	   3.6644147600000002e-05	
  -7.2804878048780497e-02	   5.7140803800000001e-05	
  -7.2439024390243911e-02	   7.7637459900000002e-05	
  -7.2073170731707326e-02	   9.8134116099999995e-05	
  -7.1707317073170740e-02	   1.1863077200000000e-04	
  -7.1341463414634154e-02	   1.3912742800000001e-04	
  -7.0975609756097569e-02	   1.5962408499999999e-04	
  -7.0609756097560983e-02	   1.7489966799999999e-04	
  -7.0243902439024397e-02	   1.8733911200000000e-04	
  -6.9878048780487811e-02	   1.9977855700000001e-04	
  -6.9512195121951226e-02	   2.1221800099999999e-04	
  -6.9146341463414640e-02	   2.2465744599999999e-04	
  -6.8780487804878054e-02	   2.3709689100000000e-04	
  -6.8414634146341469e-02	   2.5486105899999998e-04	
  -6.8048780487804883e-02	   2.8088398400000003e-04	
  -6.7682926829268297e-02	   3.0690690800000002e-04	
  -6.7317073170731712e-02	   3.3292983200000002e-04	
  -6.6951219512195126e-02	   3.5895275700000001e-04	
  -6.6585365853658540e-02	   3.8497568100000001e-04	
  -6.6219512195121955e-02	   4.1071382200000002e-04	
  -6.5853658536585369e-02	   4.3550923499999998e-04	
  -6.5487804878048783e-02	   4.6030464799999999e-04	
  -6.5121951219512197e-02	   4.8510006000000000e-04	
  -6.4756097560975612e-02	   5.0989547299999996e-04	
  -6.4390243902439026e-02	   5.3469088500000003e-04	
  -6.4024390243902440e-02	   5.6018962100000001e-04	
  -6.3658536585365855e-02	   5.8917148500000000e-04	
  -6.3292682926829269e-02	   6.1815334799999999e-04	
  -6.2926829268292683e-02	   6.4713521199999998e-04	
  -6.2560975609756111e-02	   6.7611707499999998e-04	
  -6.2195121951219526e-02	   7.0509893799999997e-04	
  -6.1829268292682940e-02	   7.3490359999999995e-04	
  -6.1463414634146354e-02	   7.6799945700000002e-04	
  -6.1097560975609769e-02	   8.0109531299999998e-04	
  -6.0731707317073183e-02	   8.3419116900000005e-04	
  -6.0365853658536597e-02	   8.6728702600000001e-04	
  -6.0000000000000012e-02	   9.0038288199999997e-04	
  -5.9634146341463426e-02	   9.3558846599999998e-04	
  -5.9268292682926840e-02	   9.7511642099999999e-04	
  -5.8902439024390255e-02	   1.0146443800000001e-03	
  -5.8536585365853669e-02	   1.0541723299999999e-03	
  -5.8170731707317083e-02	   1.0937002799999999e-03	
  -5.7804878048780498e-02	   1.1332282399999999e-03	
  -5.7439024390243912e-02	   1.1708903299999999e-03	
  -5.7073170731707326e-02	   1.2070380999999999e-03	
  -5.6707317073170740e-02	   1.2431858699999999e-03	
  -5.6341463414634155e-02	   1.2793336399999999e-03	
  -5.5975609756097569e-02	   1.3154814100000000e-03	
  -5.5609756097560983e-02	   1.3516291800000000e-03	
  -5.5243902439024398e-02	   1.4024742199999999e-03	
  -5.4878048780487812e-02	   1.4554766400000001e-03	
  -5.4512195121951226e-02	   1.5084790700000000e-03	
  -5.4146341463414641e-02	   1.5614814999999999e-03	
  -5.3780487804878055e-02	   1.6144839300000001e-03	
  -5.3414634146341469e-02	   1.6696531599999999e-03	
  -5.3048780487804884e-02	   1.7301791999999999e-03	
  -5.2682926829268298e-02	   1.7907052400000000e-03	
  -5.2317073170731712e-02	   1.8512312800000000e-03	
  -5.1951219512195126e-02	   1.9117573200000001e-03	
  -5.1585365853658541e-02	   1.9722833599999999e-03	
  -5.1219512195121962e-02	   2.0474151700000001e-03	
  -5.0853658536585376e-02	   2.1261984200000002e-03	
  -5.0487804878048791e-02	   2.2049816699999999e-03	
  -5.0121951219512205e-02	   2.2837649200000000e-03	
  -4.9756097560975619e-02	   2.3625481800000001e-03	
  -4.9390243902439034e-02	   2.4468118099999999e-03	
  -4.9024390243902448e-02	   2.5390273799999999e-03	
  -4.8658536585365862e-02	   2.6312429399999999e-03	
  -4.8292682926829276e-02	   2.7234585000000000e-03	
  -4.7926829268292691e-02	   2.8156740699999999e-03	
  -4.7560975609756105e-02	   2.9098350299999998e-03	
  -4.7195121951219519e-02	   3.0194201900000002e-03	
  -4.6829268292682934e-02	   3.1290053500000001e-03	
  -4.6463414634146348e-02	   3.2385905100000001e-03	
  -4.6097560975609762e-02	   3.3481756800000000e-03	
  -4.5731707317073177e-02	   3.4577608399999999e-03	
  -4.5365853658536591e-02	   3.5948729400000000e-03	
  -4.5000000000000005e-02	   3.7346411399999998e-03	
  -4.4634146341463420e-02	   3.8744093500000000e-03	
  -4.4268292682926834e-02	   4.0141775500000003e-03	
  -4.3902439024390248e-02	   4.1539457599999996e-03	
  -4.3536585365853663e-02	   4.3176621300000002e-03	
  -4.3170731707317077e-02	   4.4870691600000000e-03	
  -4.2804878048780498e-02	   4.6564761899999998e-03	
  -4.2439024390243912e-02	   4.8258832200000004e-03	
  -4.2073170731707327e-02	   4.9952902600000001e-03	
  -4.1707317073170741e-02	   5.2079021599999997e-03	
  -4.1341463414634155e-02	   5.4313152799999997e-03	
  -4.0975609756097570e-02	   5.6547283899999997e-03	
  -4.0609756097560984e-02	   5.8781415099999996e-03	
  -4.0243902439024398e-02	   6.1015546299999996e-03	
  -3.9878048780487813e-02	   6.3761929999999996e-03	
  -3.9512195121951227e-02	   6.6572921999999996e-03	
  -3.9146341463414641e-02	   6.9383914099999996e-03	
  -3.8780487804878055e-02	   7.2194906200000004e-03	
  -3.8414634146341470e-02	   7.5034088099999998e-03	
  -3.8048780487804884e-02	   7.8236606400000006e-03	
  -3.7682926829268298e-02	   8.1439124700000004e-03	
  -3.7317073170731713e-02	   8.4641643000000003e-03	
